Time,SiteIndex,LinkageGroup,DerivedAlleleCount,DerivedAlleleFreq,SelectionCoefficient,SiteClassCode
100,327409,1,1,4.841208E-05,0.000000E+00,0
100,332455,1,1,4.841208E-05,0.000000E+00,0
100,332693,1,3144,1.522076E-01,0.000000E+00,0
100,334779,1,461,2.231797E-02,0.000000E+00,0
100,336531,1,8499,4.114543E-01,0.000000E+00,0
100,336854,1,8,3.872967E-04,0.000000E+00,0
100,337256,1,803,3.887490E-02,2.897970E-04,3
100,338873,1,159,7.697521E-03,0.000000E+00,0
100,341690,1,1822,8.820682E-02,0.000000E+00,0
100,342367,1,2597,1.257262E-01,0.000000E+00,0
100,345129,1,8,3.872967E-04,0.000000E+00,0
100,345722,1,46,2.226956E-03,0.000000E+00,0
100,350817,1,20432,9.891557E-01,0.000000E+00,0
100,353353,1,4411,2.135457E-01,0.000000E+00,0
100,354618,1,41,1.984895E-03,0.000000E+00,0
100,356673,1,1,4.841208E-05,0.000000E+00,0
100,361623,1,560,2.711077E-02,0.000000E+00,0
100,361895,1,22,1.065066E-03,3.493749E-03,3
100,362149,1,8,3.872967E-04,0.000000E+00,0
100,373273,1,3,1.452363E-04,0.000000E+00,0
100,373724,1,5043,2.441421E-01,1.754017E-03,2
100,375105,1,1,4.841208E-05,0.000000E+00,0
100,375680,1,20222,9.789892E-01,0.000000E+00,0
100,380051,1,1,4.841208E-05,0.000000E+00,0
100,381790,1,1034,5.005809E-02,0.000000E+00,0
100,381852,1,793,3.839078E-02,0.000000E+00,0
100,383677,1,4,1.936483E-04,0.000000E+00,0
100,388487,1,26,1.258714E-03,0.000000E+00,0
100,393083,1,1,4.841208E-05,0.000000E+00,0
100,396272,1,815,3.945585E-02,5.250597E-05,3
100,398509,1,112,5.422153E-03,0.000000E+00,0
100,400066,1,6,2.904725E-04,0.000000E+00,0
100,402390,1,406,1.965531E-02,0.000000E+00,0
100,403318,1,1,4.841208E-05,0.000000E+00,0
100,404965,1,7431,3.597502E-01,0.000000E+00,0
100,409344,1,56,2.711077E-03,0.000000E+00,0
100,415332,1,204,9.876065E-03,0.000000E+00,0
100,419745,1,1,4.841208E-05,0.000000E+00,0
100,430203,1,17,8.230054E-04,0.000000E+00,0
100,430455,1,512,2.478699E-02,0.000000E+00,0
100,430685,1,1064,5.151046E-02,0.000000E+00,0
100,432169,1,5837,2.825813E-01,0.000000E+00,0
100,433740,1,202,9.779241E-03,0.000000E+00,0
100,443930,1,213,1.031177E-02,0.000000E+00,0
100,444228,1,1,4.841208E-05,0.000000E+00,0
100,450158,1,2177,1.053931E-01,0.000000E+00,0
100,452720,1,2997,1.450910E-01,0.000000E+00,0
100,453159,1,30,1.452363E-03,0.000000E+00,0
100,453441,1,1,4.841208E-05,0.000000E+00,0
100,456820,1,540,2.614253E-02,0.000000E+00,0
100,460192,1,3432,1.661503E-01,0.000000E+00,0
100,463029,1,2,9.682417E-05,0.000000E+00,0
100,464595,1,5958,2.884392E-01,0.000000E+00,0
100,465099,1,9337,4.520236E-01,0.000000E+00,0
100,465663,1,3718,1.799961E-01,0.000000E+00,0
100,465738,1,46,2.226956E-03,0.000000E+00,0
100,470957,1,581,2.812742E-02,0.000000E+00,0
100,471924,1,3,1.452363E-04,0.000000E+00,0
100,473435,1,234,1.132843E-02,0.000000E+00,0
100,473840,1,4,1.936483E-04,0.000000E+00,0
100,473886,1,522,2.527111E-02,0.000000E+00,0
100,476079,1,27,1.307126E-03,0.000000E+00,0
100,479435,1,24,1.161890E-03,0.000000E+00,0
100,481284,1,14,6.777692E-04,3.641721E-03,2
100,484504,1,10,4.841208E-04,0.000000E+00,0
100,484844,1,1374,6.651820E-02,0.000000E+00,0
100,485053,1,286,1.384586E-02,0.000000E+00,0
100,496430,1,4506,2.181448E-01,0.000000E+00,0
100,499020,1,5,2.420604E-04,0.000000E+00,0
100,502469,2,662,3.204880E-02,0.000000E+00,0
100,503993,2,1,4.841208E-05,0.000000E+00,0
100,504861,2,36,1.742835E-03,0.000000E+00,0
100,505162,2,12,5.809450E-04,0.000000E+00,0
100,510067,2,13,6.293571E-04,0.000000E+00,0
100,510477,2,1,4.841208E-05,0.000000E+00,0
100,514013,2,11,5.325329E-04,0.000000E+00,0
100,515542,2,867,4.197328E-02,0.000000E+00,0
100,519608,2,31,1.500775E-03,0.000000E+00,0
100,523286,2,273,1.321650E-02,0.000000E+00,0
100,527804,2,11813,5.718919E-01,0.000000E+00,0
100,528512,2,354,1.713788E-02,0.000000E+00,0
100,530804,2,8641,4.183288E-01,0.000000E+00,0
100,531585,2,4,1.936483E-04,0.000000E+00,0
100,533648,2,6790,3.287180E-01,0.000000E+00,0
100,533988,2,56,2.711077E-03,0.000000E+00,0
100,534028,2,7,3.388846E-04,0.000000E+00,0
100,536007,2,1,4.841208E-05,0.000000E+00,0
100,541786,2,1,4.841208E-05,0.000000E+00,0
100,543184,2,4508,2.182417E-01,0.000000E+00,0
100,545011,2,60,2.904725E-03,0.000000E+00,0
100,545659,2,43,2.081720E-03,0.000000E+00,0
100,554762,2,1,4.841208E-05,0.000000E+00,0
100,555395,2,5,2.420604E-04,0.000000E+00,0
100,556236,2,6,2.904725E-04,0.000000E+00,0
100,558273,2,5,2.420604E-04,0.000000E+00,0
100,560717,2,702,3.398528E-02,-1.418225E-02,1
100,560766,2,8338,4.036600E-01,0.000000E+00,0
100,566255,2,497,2.406081E-02,0.000000E+00,0
100,568133,2,1245,6.027304E-02,0.000000E+00,0
100,568522,2,616,2.982184E-02,0.000000E+00,0
100,570299,2,2,9.682417E-05,0.000000E+00,0
100,570307,2,5,2.420604E-04,0.000000E+00,0
100,570887,2,5,2.420604E-04,0.000000E+00,0
100,576035,2,8,3.872967E-04,0.000000E+00,0
100,577581,2,1,4.841208E-05,0.000000E+00,0
100,580875,2,12217,5.914504E-01,0.000000E+00,0
100,581333,2,1404,6.797057E-02,0.000000E+00,0
100,584529,2,1,4.841208E-05,0.000000E+00,0
100,586948,2,38,1.839659E-03,0.000000E+00,0
100,590570,2,8,3.872967E-04,0.000000E+00,0
100,591516,2,15494,7.500968E-01,4.551327E-03,3
100,593422,2,1,4.841208E-05,0.000000E+00,0
100,594362,2,13,6.293571E-04,0.000000E+00,0
100,596318,2,502,2.430287E-02,0.000000E+00,0
100,598035,2,3677,1.780112E-01,0.000000E+00,0
100,603177,2,36,1.742835E-03,-4.577442E-02,1
100,603995,2,4151,2.009586E-01,0.000000E+00,0
100,605781,2,1,4.841208E-05,0.000000E+00,0
100,609457,2,1,4.841208E-05,0.000000E+00,0
100,616436,2,786,3.805190E-02,0.000000E+00,0
100,617107,2,3,1.452363E-04,0.000000E+00,0
100,618911,2,1,4.841208E-05,0.000000E+00,0
100,620688,2,4522,2.189194E-01,0.000000E+00,0
100,621217,2,4,1.936483E-04,0.000000E+00,0
100,625158,2,40,1.936483E-03,0.000000E+00,0
100,626347,2,170,8.230054E-03,0.000000E+00,0
100,627467,2,1601,7.750775E-02,0.000000E+00,0
100,629291,2,1,4.841208E-05,0.000000E+00,0
100,635076,2,5557,2.690259E-01,0.000000E+00,0
100,635404,2,615,2.977343E-02,0.000000E+00,0
100,635780,2,8,3.872967E-04,0.000000E+00,0
100,635840,2,217,1.050542E-02,0.000000E+00,0
100,638203,2,981,4.749225E-02,0.000000E+00,0
100,643458,2,3134,1.517235E-01,0.000000E+00,0
100,644948,2,7549,3.654628E-01,0.000000E+00,0
100,646937,2,2600,1.258714E-01,0.000000E+00,0
100,647004,2,296,1.432998E-02,0.000000E+00,0
100,649960,2,3,1.452363E-04,0.000000E+00,0
100,652894,2,20359,9.856216E-01,0.000000E+00,0
100,653830,2,3,1.452363E-04,1.964704E-03,2
100,653844,2,586,2.836948E-02,0.000000E+00,0
100,655965,2,6,2.904725E-04,0.000000E+00,0
100,656903,2,3070,1.486251E-01,0.000000E+00,0
100,657412,2,7,3.388846E-04,0.000000E+00,0
100,659539,2,2,9.682417E-05,0.000000E+00,0
100,659970,2,24,1.161890E-03,0.000000E+00,0
100,661313,2,298,1.442680E-02,0.000000E+00,0
100,663647,2,2,9.682417E-05,0.000000E+00,0
100,664590,2,1,4.841208E-05,0.000000E+00,0
100,665846,2,505,2.444810E-02,0.000000E+00,0
100,666298,2,36,1.742835E-03,0.000000E+00,0
100,669368,2,6,2.904725E-04,0.000000E+00,0
100,675296,2,5,2.420604E-04,0.000000E+00,0
100,677613,2,471,2.280209E-02,0.000000E+00,0
100,677856,2,3,1.452363E-04,0.000000E+00,0
100,686845,2,1105,5.349535E-02,0.000000E+00,0
100,689078,2,1438,6.961658E-02,0.000000E+00,0
100,690749,2,1216,5.886909E-02,0.000000E+00,0
100,695176,2,269,1.302285E-02,0.000000E+00,0
100,695455,2,6,2.904725E-04,0.000000E+00,0
100,696817,2,2736,1.324555E-01,0.000000E+00,0
100,697536,2,1,4.841208E-05,0.000000E+00,0
100,699221,2,16,7.745933E-04,2.299626E-03,3
100,703281,2,6613,3.201491E-01,0.000000E+00,0
100,707020,2,1,4.841208E-05,0.000000E+00,0
100,709408,2,86,4.163439E-03,0.000000E+00,0
100,718016,2,1,4.841208E-05,0.000000E+00,0
100,721622,2,552,2.672347E-02,-1.504973E-02,1
100,724495,2,185,8.956235E-03,0.000000E+00,0
100,725824,2,426,2.062355E-02,0.000000E+00,0
100,725932,2,17,8.230054E-04,7.636197E-03,2
100,727056,2,106,5.131681E-03,0.000000E+00,0
100,727205,2,14608,7.072037E-01,0.000000E+00,0
100,730892,2,12242,5.926607E-01,0.000000E+00,0
100,734958,2,4052,1.961658E-01,0.000000E+00,0
100,741819,2,3238,1.567583E-01,0.000000E+00,0
100,748381,2,1,4.841208E-05,0.000000E+00,0
100,749154,2,5976,2.893106E-01,2.499376E-03,3
100,752040,3,18,8.714175E-04,0.000000E+00,0
100,752135,3,80,3.872967E-03,0.000000E+00,0
100,754052,3,3,1.452363E-04,0.000000E+00,0
100,754546,3,126,6.099923E-03,0.000000E+00,0
100,755226,3,4,1.936483E-04,0.000000E+00,0
100,759083,3,1832,8.869094E-02,0.000000E+00,0
100,760300,3,383,1.854183E-02,0.000000E+00,0
100,760405,3,611,2.957978E-02,3.095852E-03,3
100,760781,3,2,9.682417E-05,0.000000E+00,0
100,760956,3,13,6.293571E-04,0.000000E+00,0
100,761951,3,11631,5.630809E-01,0.000000E+00,0
100,762930,3,245,1.186096E-02,0.000000E+00,0
100,764388,3,569,2.754648E-02,0.000000E+00,0
100,764743,3,1,4.841208E-05,0.000000E+00,0
100,765198,3,265,1.282920E-02,0.000000E+00,0
100,767326,3,1,4.841208E-05,0.000000E+00,0
100,768531,3,8808,4.264136E-01,0.000000E+00,0
100,768796,3,6,2.904725E-04,0.000000E+00,0
100,771592,3,6,2.904725E-04,0.000000E+00,0
100,772201,3,1,4.841208E-05,0.000000E+00,0
100,775639,3,10,4.841208E-04,0.000000E+00,0
100,775667,3,4,1.936483E-04,0.000000E+00,0
100,778328,3,140,6.777692E-03,0.000000E+00,0
100,778550,3,551,2.667506E-02,0.000000E+00,0
100,778821,3,6275,3.037858E-01,0.000000E+00,0
100,779799,3,44,2.130132E-03,0.000000E+00,0
100,783912,3,1670,8.084818E-02,0.000000E+00,0
100,791681,3,152,7.358637E-03,0.000000E+00,0
100,792773,3,3193,1.545798E-01,0.000000E+00,0
100,795857,3,1,4.841208E-05,0.000000E+00,0
100,800107,3,15,7.261813E-04,8.418694E-03,3
100,800497,3,15944,7.718823E-01,0.000000E+00,0
100,800600,3,1432,6.932610E-02,0.000000E+00,0
100,801672,3,20,9.682417E-04,0.000000E+00,0
100,806628,3,18,8.714175E-04,0.000000E+00,0
100,807065,3,115,5.567390E-03,0.000000E+00,0
100,808330,3,1,4.841208E-05,0.000000E+00,0
100,809929,3,84,4.066615E-03,0.000000E+00,0
100,811172,3,1,4.841208E-05,0.000000E+00,0
100,811250,3,21,1.016654E-03,0.000000E+00,0
100,812538,3,36,1.742835E-03,0.000000E+00,0
100,813606,3,465,2.251162E-02,0.000000E+00,0
100,817147,3,1,4.841208E-05,0.000000E+00,0
100,818445,3,885,4.284469E-02,0.000000E+00,0
100,819635,3,11403,5.520430E-01,0.000000E+00,0
100,821243,3,16,7.745933E-04,0.000000E+00,0
100,822264,3,433,2.096243E-02,0.000000E+00,0
100,823958,3,4371,2.116092E-01,0.000000E+00,0
100,827452,3,3295,1.595178E-01,0.000000E+00,0
100,829509,3,6025,2.916828E-01,0.000000E+00,0
100,829828,3,1,4.841208E-05,0.000000E+00,0
100,836504,3,3206,1.552091E-01,0.000000E+00,0
100,836685,3,8493,4.111638E-01,0.000000E+00,0
100,837278,3,175,8.472115E-03,0.000000E+00,0
100,839860,3,2,9.682417E-05,0.000000E+00,0
100,840074,3,142,6.874516E-03,0.000000E+00,0
100,843437,3,18,8.714175E-04,0.000000E+00,0
100,845515,3,1102,5.335012E-02,0.000000E+00,0
100,848392,3,1,4.841208E-05,0.000000E+00,0
100,849591,3,34,1.646011E-03,0.000000E+00,0
100,855459,3,5,2.420604E-04,-2.678193E-02,1
100,855492,3,5,2.420604E-04,0.000000E+00,0
100,857324,3,1791,8.670604E-02,0.000000E+00,0
100,858312,3,1,4.841208E-05,0.000000E+00,0
100,864906,3,3,1.452363E-04,0.000000E+00,0
100,867069,3,20,9.682417E-04,0.000000E+00,0
100,870795,3,7,3.388846E-04,0.000000E+00,0
100,873059,3,1852,8.965918E-02,0.000000E+00,0
100,873551,3,11,5.325329E-04,0.000000E+00,0
100,879256,3,36,1.742835E-03,0.000000E+00,0
100,883525,3,841,4.071456E-02,0.000000E+00,0
100,886317,3,102,4.938033E-03,-1.021752E-02,1
100,888835,3,1374,6.651820E-02,0.000000E+00,0
100,891345,3,51,2.469016E-03,0.000000E+00,0
100,898826,3,214,1.036019E-02,0.000000E+00,0
100,902051,3,20,9.682417E-04,0.000000E+00,0
100,903839,3,557,2.696553E-02,0.000000E+00,0
100,906154,3,1475,7.140782E-02,0.000000E+00,0
100,909871,3,21,1.016654E-03,0.000000E+00,0
100,912436,3,1,4.841208E-05,0.000000E+00,0
100,913553,3,2117,1.024884E-01,0.000000E+00,0
100,913973,3,1,4.841208E-05,0.000000E+00,0
100,914118,3,1191,5.765879E-02,0.000000E+00,0
100,915630,3,1,4.841208E-05,0.000000E+00,0
100,916251,3,106,5.131681E-03,0.000000E+00,0
100,918156,3,175,8.472115E-03,0.000000E+00,0
100,923450,3,1,4.841208E-05,0.000000E+00,0
100,926857,3,2,9.682417E-05,0.000000E+00,0
100,927906,3,14181,6.865318E-01,0.000000E+00,0
100,928468,3,135,6.535631E-03,0.000000E+00,0
100,934777,3,8,3.872967E-04,0.000000E+00,0
100,939147,3,33,1.597599E-03,0.000000E+00,0
100,943909,3,533,2.580364E-02,0.000000E+00,0
100,946882,3,6,2.904725E-04,0.000000E+00,0
100,948682,3,567,2.744965E-02,0.000000E+00,0
100,953752,3,1,4.841208E-05,0.000000E+00,0
100,955984,3,3663,1.773335E-01,0.000000E+00,0
100,959931,3,22,1.065066E-03,0.000000E+00,0
100,963184,3,250,1.210302E-02,0.000000E+00,0
100,964098,3,6,2.904725E-04,0.000000E+00,0
100,967295,3,15633,7.568261E-01,0.000000E+00,0
100,968885,3,174,8.423703E-03,5.837904E-03,3
100,971971,3,1,4.841208E-05,3.437489E-03,3
100,972226,3,1,4.841208E-05,0.000000E+00,0
100,973269,3,20592,9.969016E-01,0.000000E+00,0
100,974469,3,19,9.198296E-04,0.000000E+00,0
100,976194,3,1259,6.095081E-02,0.000000E+00,0
100,979027,3,42,2.033308E-03,0.000000E+00,0
100,979103,3,4,1.936483E-04,0.000000E+00,0
100,979312,3,3164,1.531758E-01,0.000000E+00,0
100,982886,3,62,3.001549E-03,-1.344157E-02,1
100,985230,3,7301,3.534566E-01,0.000000E+00,0
100,986350,3,14666,7.100116E-01,0.000000E+00,0
100,987095,3,4594,2.224051E-01,0.000000E+00,0
100,987812,3,4299,2.081235E-01,0.000000E+00,0
100,995190,3,10,4.841208E-04,0.000000E+00,0
100,995895,3,568,2.749806E-02,0.000000E+00,0
100,997221,3,6,2.904725E-04,0.000000E+00,0
100,998715,3,25,1.210302E-03,0.000000E+00,0
100,999694,3,31,1.500775E-03,0.000000E+00,0
200,4,0,2460,1.204347E-01,0.000000E+00,0
200,500,0,275,1.346323E-02,0.000000E+00,0
200,2750,0,325,1.591109E-02,6.256811E-03,2
200,4469,0,1,4.895721E-05,0.000000E+00,0
200,6713,0,8,3.916577E-04,0.000000E+00,0
200,9396,0,1,4.895721E-05,0.000000E+00,0
200,9940,0,660,3.231176E-02,0.000000E+00,0
200,17616,0,1,4.895721E-05,0.000000E+00,0
200,19724,0,122,5.972780E-03,0.000000E+00,0
200,23692,0,2030,9.938314E-02,0.000000E+00,0
200,27439,0,11,5.385293E-04,0.000000E+00,0
200,39349,0,2392,1.171056E-01,0.000000E+00,0
200,39786,0,4634,2.268677E-01,0.000000E+00,0
200,40559,0,1,4.895721E-05,0.000000E+00,0
200,47464,0,1,4.895721E-05,0.000000E+00,0
200,47800,0,11,5.385293E-04,0.000000E+00,0
200,49134,0,4175,2.043964E-01,0.000000E+00,0
200,49982,0,8,3.916577E-04,0.000000E+00,0
200,50843,0,2559,1.252815E-01,0.000000E+00,0
200,51014,0,158,7.735239E-03,0.000000E+00,0
200,58205,0,4,1.958288E-04,0.000000E+00,0
200,65839,0,2395,1.172525E-01,0.000000E+00,0
200,69761,0,18524,9.068834E-01,0.000000E+00,0
200,73409,0,2,9.791442E-05,0.000000E+00,0
200,75311,0,1930,9.448742E-02,0.000000E+00,0
200,79438,0,13,6.364437E-04,0.000000E+00,0
200,80573,0,9001,4.406639E-01,0.000000E+00,0
200,80677,0,3777,1.849114E-01,0.000000E+00,0
200,82442,0,661,3.236072E-02,0.000000E+00,0
200,82765,0,5,2.447861E-04,0.000000E+00,0
200,84836,0,18,8.812298E-04,0.000000E+00,0
200,88189,0,1,4.895721E-05,-7.531963E-03,1
200,91360,0,3496,1.711544E-01,0.000000E+00,0
200,93159,0,488,2.389112E-02,0.000000E+00,0
200,94568,0,1029,5.037697E-02,0.000000E+00,0
200,94616,0,381,1.865270E-02,0.000000E+00,0
200,95997,0,538,2.633898E-02,0.000000E+00,0
200,98620,0,1,4.895721E-05,0.000000E+00,0
200,99529,0,1,4.895721E-05,0.000000E+00,0
200,100644,0,1479,7.240772E-02,0.000000E+00,0
200,107487,0,1,4.895721E-05,0.000000E+00,0
200,107838,0,108,5.287379E-03,0.000000E+00,0
200,108601,0,3,1.468716E-04,0.000000E+00,0
200,109384,0,585,2.863997E-02,0.000000E+00,0
200,109783,0,2938,1.438363E-01,0.000000E+00,0
200,110060,0,373,1.826104E-02,0.000000E+00,0
200,111346,0,29,1.419759E-03,0.000000E+00,0
200,112212,0,259,1.267992E-02,0.000000E+00,0
200,113675,0,838,4.102614E-02,0.000000E+00,0
200,118746,0,7247,3.547929E-01,0.000000E+00,0
200,118794,0,7,3.427005E-04,0.000000E+00,0
200,119808,0,89,4.357192E-03,0.000000E+00,0
200,123596,0,579,2.834623E-02,0.000000E+00,0
200,123854,0,182,8.910212E-03,0.000000E+00,0
200,128995,0,28,1.370802E-03,0.000000E+00,0
200,129032,0,5,2.447861E-04,0.000000E+00,0
200,129701,0,12393,6.067267E-01,0.000000E+00,0
200,133954,0,630,3.084304E-02,0.000000E+00,0
200,134060,0,1059,5.184569E-02,0.000000E+00,0
200,134417,0,182,8.910212E-03,0.000000E+00,0
200,134854,0,664,3.250759E-02,0.000000E+00,0
